Server Type,Server Model
14G,"C4140, C6420, R240, R340, R440, R540, R640, R740, R740xd, R740xd2, R840, R940, R940xa"
15G,"C6520, R650, R750, R750xa"
16G,"C6620, R660, R6625, R760, XE8640, R760xa [1]_, R760xd2, XE9680"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
